id,price,bedrooms,bathrooms,toilets,furnished,serviced,shared,parking,category,type,sub_type,state,locality,listdate
3314,70000000.0,5,6,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Westlands,2021-07-28 06:08:00
3315,70000000.0,5,6,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Karen,2021-07-28 06:10:00
3316,69500000.0,5,6,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Lavington,2021-07-28 06:12:00
3317,68000000.0,5,6,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Lavington,2021-07-28 06:14:00
3318,67000000.0,4,4,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Kitisuru,2021-07-28 06:16:00
3342,90000000.0,7,9,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Embakasi,2021-07-28 12:23:00
3343,60000000.0,5,6,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Karen,2021-07-28 12:25:00
3346,75000000.0,1,1,0.0,0,0,0,0,For Sale,Apartment,Block of Flats,Nairobi,Embakasi,2021-07-28 12:32:00
3350,70000000.0,4,5,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Kitisuru,2021-07-28 12:45:00
3351,70000000.0,4,3,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Karen,2021-07-28 12:47:00
3357,70000000.0,5,6,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Karen,2021-07-28 13:20:00
3358,69500000.0,5,6,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Lavington,2021-07-28 13:25:00
3359,68000000.0,5,6,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Lavington,2021-07-28 13:28:00
3360,67000000.0,4,4,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Kitisuru,2021-07-28 13:30:00
3361,75000000.0,5,6,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Karen,2021-07-28 13:37:00
3362,65000000.0,4,4,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Karen,2021-07-28 13:39:00
3363,60000000.0,5,5,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Westlands,2021-07-28 13:42:00
3364,60000000.0,5,5,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Karen,2021-07-28 13:46:00
3365,60000000.0,4,5,0.0,0,0,0,0,For Sale,Apartment,Missing,Mombasa,Nyali,2021-07-28 13:58:00
3366,60000000.0,5,3,0.0,0,0,0,0,For Sale,House,Townhouse,Kiambu,Kikuyu,2021-07-28 14:00:00
3368,55000000.0,5,7,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Lavington,2021-07-28 14:04:00
3370,55000000.0,5,4,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Kileleshwa,2021-07-28 14:07:00
3372,53000000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-28 14:12:00
3374,50000000.0,5,5,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Lavington,2021-07-28 14:16:00
3375,46950000.0,4,6,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Kitisuru,2021-07-28 14:20:00
3376,45000000.0,4,6,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Kitisuru,2021-07-28 14:23:00
3377,45000000.0,4,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kileleshwa,2021-07-28 14:26:00
3381,45000000.0,4,3,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Westlands,2021-07-28 14:35:00
3382,45000000.0,4,3,0.0,0,0,0,0,For Sale,House,Townhouse,Kiambu,Kikuyu,2021-07-28 14:37:00
3383,42500000.0,4,5,0.0,0,0,0,0,For Sale,House,Terraced Duplex,Nairobi,Kitisuru,2021-07-28 14:39:00
3385,42000000.0,4,5,0.0,0,0,0,0,For Sale,House,Missing,Mombasa,Nyali,2021-07-28 14:46:00
3386,40000000.0,3,4,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Nairobi West,2021-07-28 14:49:00
3387,40000000.0,3,4,0.0,0,0,0,0,For Sale,House,Missing,Mombasa,Bamburi,2021-07-28 14:51:00
3389,38500000.0,4,5,0.0,0,0,0,0,For Sale,House,Townhouse,Kiambu,Kikuyu,2021-07-28 14:56:00
3392,32000000.0,5,6,0.0,0,0,0,0,For Sale,House,Missing,Kajiado,Kitengela,2021-07-28 18:07:00
3394,30000000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Mombasa,Nyali,2021-07-28 18:36:00
3395,30000000.0,4,5,0.0,0,0,0,0,For Sale,House,Missing,Kajiado,Ngong,2021-07-28 19:01:00
3397,32000000.0,5,6,0.0,0,0,0,0,For Sale,House,Missing,Kajiado,Kitengela,2021-07-28 19:04:00
3403,35000000.0,4,4,0.0,0,0,0,0,For Sale,House,Townhouse,Kiambu,Kikuyu,2021-07-29 10:00:00
3404,35000000.0,4,2,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Mugumo-Ini (Langata),2021-07-29 10:04:00
3407,35000000.0,5,6,0.0,0,0,0,0,For Sale,House,Townhouse,Kajiado,Kitengela,2021-07-29 12:57:00
3409,33000000.0,4,4,0.0,0,0,0,0,For Sale,House,Townhouse,Kajiado,Ngong,2021-07-29 13:16:00
3410,33000000.0,4,5,0.0,0,0,0,0,For Sale,House,Missing,Kiambu,Ruiru,2021-07-29 13:18:00
3415,30000000.0,4,5,0.0,0,0,0,0,For Sale,Apartment,Missing,Kajiado,Ngong,2021-07-29 13:33:00
3420,28000000.0,50,20,0.0,0,0,0,0,For Sale,Apartment,Missing,Kiambu,Kikuyu,2021-07-29 13:49:00
3423,27000000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-29 14:14:00
3424,27000000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-29 14:17:00
3428,26000000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Lavington,2021-07-29 14:28:00
3429,24000000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-29 17:57:00
3432,23500000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kileleshwa,2021-07-29 18:05:00
3433,23300000.0,2,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-29 18:07:00
3436,26000000.0,3,5,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Lavington,2021-07-29 18:12:00
3438,26000000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-29 18:15:00
3440,25000000.0,5,4,0.0,0,0,0,0,For Sale,House,Townhouse,Kajiado,Kitengela,2021-07-29 18:20:00
3442,25000000.0,4,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-29 18:23:00
3444,25000000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-29 18:28:00
3445,24950000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Lavington,2021-07-29 18:30:00
3446,24500000.0,4,6,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-29 18:32:00
3448,26000000.0,3,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-29 18:36:00
3449,24000000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-29 18:37:00
3450,24000000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-29 19:08:00
3452,23500000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kileleshwa,2021-07-29 19:14:00
3453,23300000.0,2,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-29 19:15:00
3455,22500000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-29 19:19:00
3456,22500000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kileleshwa,2021-07-29 19:20:00
3457,22500000.0,3,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kileleshwa,2021-07-29 19:24:00
3458,22500000.0,3,5,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-29 19:26:00
3459,22000000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Mombasa,Bamburi,2021-07-29 19:28:00
3461,21400000.0,2,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-29 19:33:00
3462,21000000.0,4,2,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Nairobi West,2021-07-29 19:35:00
3463,21000000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kileleshwa,2021-07-29 19:37:00
3466,20000000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-29 19:43:00
3467,20000000.0,4,5,0.0,0,0,0,0,For Sale,House,Missing,Kiambu,Kikuyu,2021-07-29 19:44:00
3469,20000000.0,4,4,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Kilimani,2021-07-29 19:47:00
3470,20000000.0,3,2,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Mugumo-Ini (Langata),2021-07-29 19:49:00
3471,19950000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kileleshwa,2021-07-29 19:51:00
3472,19500000.0,4,6,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kileleshwa,2021-07-29 19:53:00
3474,19500000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-29 19:57:00
3477,28000000.0,6,8,0.0,0,0,0,0,For Sale,House,Townhouse,Kajiado,Ongata Rongai,2021-07-29 20:04:00
3479,19000000.0,3,4,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Westlands,2021-07-29 22:32:00
3481,19000000.0,3,2,0.0,0,0,0,0,For Sale,House,Townhouse,Kiambu,Kikuyu,2021-07-29 22:45:00
3482,18700000.0,2,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-29 22:48:00
3486,18500000.0,3,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kileleshwa,2021-07-29 23:21:00
3487,18000000.0,4,5,0.0,0,0,0,0,For Sale,House,Missing,Mombasa,Bamburi,2021-07-29 23:24:00
3488,18000000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-29 23:26:00
3489,18000000.0,4,4,0.0,0,0,0,0,For Sale,House,Missing,Kajiado,Ngong,2021-07-29 23:29:00
3498,17000000.0,3,5,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 00:13:00
3499,17000000.0,4,5,0.0,0,0,0,0,For Sale,House,Townhouse,Kajiado,Kitengela,2021-07-30 00:18:00
3501,16500000.0,3,3,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Kileleshwa,2021-07-30 00:23:00
3503,16500000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 00:30:00
3504,16500000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kileleshwa,2021-07-30 00:32:00
3505,16000000.0,4,4,0.0,0,0,0,0,For Sale,House,Missing,Kiambu,Ruiru,2021-07-30 00:34:00
3506,16000000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Lavington,2021-07-30 00:36:00
3563,99000000.0,5,4,0.0,1,0,0,0,For Sale,House,Missing,Nairobi,Karen,2021-07-30 09:30:00
3566,75000000.0,4,5,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Karen,2021-07-30 09:43:00
3567,73000000.0,5,6,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Karen,2021-07-30 09:48:00
3568,73000000.0,6,6,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Karen,2021-07-30 09:49:00
3570,69500000.0,5,6,0.0,1,0,0,0,For Sale,House,Missing,Nairobi,Karen,2021-07-30 09:56:00
3571,69000000.0,4,4,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Karen,2021-07-30 09:58:00
3612,28000000.0,3,4,0.0,1,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 11:25:00
3613,25000000.0,3,5,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 11:26:00
3614,25000000.0,4,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 11:36:00
3615,25000000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 11:38:00
3616,21500000.0,4,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 11:40:00
3617,20000000.0,4,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 11:41:00
3618,20000000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 11:48:00
3620,18000000.0,4,5,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 11:52:00
3621,16500000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 11:53:00
3623,15950000.0,3,2,0.0,1,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 11:57:00
3624,15500000.0,3,3,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Kilimani,2021-07-30 11:59:00
3625,15000000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 12:08:00
3626,15000000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 12:09:00
3627,14500000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 12:11:00
3628,14500000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 12:16:00
3629,14500000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 12:17:00
3630,11900000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 12:19:00
3633,10000000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 12:23:00
3634,8500000.0,1,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 12:25:00
3644,75000000.0,5,4,0.0,0,0,0,0,For Sale,House,Detached Duplex,Nairobi,Westlands,2021-07-30 15:23:00
3648,62000000.0,5,6,0.0,0,0,0,0,For Sale,House,Detached Duplex,Nairobi,Westlands,2021-07-30 15:30:00
3664,75000000.0,4,5,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Lavington,2021-07-30 16:04:00
3667,50000000.0,5,5,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Lavington,2021-07-30 16:09:00
3668,45000000.0,5,5,0.0,0,0,0,0,For Sale,House,Detached Duplex,Nairobi,Lavington,2021-07-30 16:10:00
3669,43000000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Lavington,2021-07-30 16:12:00
3671,42000000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Lavington,2021-07-30 16:16:00
3672,40000000.0,4,4,0.0,0,0,0,0,For Sale,House,Detached Duplex,Nairobi,Lavington,2021-07-30 16:18:00
3673,39000000.0,4,4,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Lavington,2021-07-30 16:19:00
3674,39000000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Lavington,2021-07-30 16:21:00
3676,38000000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Lavington,2021-07-30 16:24:00
3678,22000000.0,3,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Lavington,2021-07-30 16:27:00
3691,55000000.0,5,5,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Westlands,2021-07-30 16:48:00
3692,47500000.0,4,4,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Parklands,2021-07-30 16:50:00
3693,44000000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-30 16:51:00
3694,38000000.0,4,4,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Parklands,2021-07-30 16:52:00
3695,38000000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-30 16:54:00
3696,36000000.0,3,4,0.0,0,0,0,2,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-30 16:56:00
3698,36000000.0,4,5,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-30 16:57:00
3701,35000000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-30 16:59:00
3704,33500000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-30 17:02:00
3706,30200000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-30 17:04:00
3711,28000000.0,3,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-30 17:08:00
3713,28000000.0,4,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-30 17:09:00
3715,26500000.0,4,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-30 17:11:00
3717,26000000.0,4,5,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-30 17:13:00
3721,25950000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-30 17:20:00
3722,25500000.0,4,4,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Parklands,2021-07-30 17:22:00
3723,25500000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-30 17:23:00
3725,25000000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-30 17:25:00
3726,24950000.0,4,4,0.0,0,0,0,0,For Sale,House,Townhouse,Nairobi,Parklands,2021-07-30 17:29:00
3728,23000000.0,4,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-30 17:30:00
3731,22000000.0,4,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-30 17:33:00
3735,22000000.0,4,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-30 17:37:00
3738,22000000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-30 17:41:00
3741,20500000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-30 17:43:00
3742,20000000.0,4,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-30 17:46:00
3743,19500000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-30 17:48:00
3744,19500000.0,3,3,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Westlands,2021-07-30 17:50:00
3745,19400000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-30 17:53:00
3746,18800000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-30 17:54:00
3747,18500000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-30 17:56:00
3748,18500000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-30 17:58:00
3750,16500000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-30 18:00:00
3751,16500000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-30 18:02:00
3755,15800000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-30 18:06:00
3758,15700000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-30 18:10:00
3761,15000000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-30 18:12:00
3763,14900000.0,3,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Parklands,2021-07-30 18:13:00
3765,13200000.0,1,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-30 18:15:00
3768,12100000.0,1,1,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-30 18:18:00
3769,10500000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-30 18:20:00
3770,8000000.0,1,1,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-07-30 18:22:00
3771,9500000.0,1,1,0.0,0,0,0,0,For Sale,Apartment,Mini Flat,Nairobi,Kilimani,2021-07-30 18:29:00
3773,11500000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 18:36:00
3774,17000000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 18:39:00
3778,17000000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-07-30 18:44:00
4006,14800000.0,4,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Kiambu,Kikuyu,2021-07-31 08:43:00
4008,21000000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Kiambu,Thika,2021-07-31 08:48:00
4010,24000000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Kiambu,Thika,2021-07-31 08:51:00
4011,29000000.0,4,3,0.0,0,0,0,0,For Sale,House,Townhouse,Kiambu,Thika,2021-07-31 08:52:00
4012,30000000.0,4,5,0.0,0,0,0,0,For Sale,House,Detached Duplex,Kiambu,Thika,2021-07-31 08:54:00
4013,37000000.0,4,4,0.0,0,0,0,0,For Sale,House,Detached Duplex,Kiambu,Thika,2021-07-31 08:56:00
4021,25000000.0,3,1,0.0,0,0,0,0,For Sale,Apartment,Missing,Kiambu,Thika,2021-07-31 09:10:00
4048,75000000.0,4,5,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Lavington,2021-07-31 15:34:00
4052,45000000.0,5,5,0.0,0,0,0,0,For Sale,House,Detached Duplex,Nairobi,Lavington,2021-07-31 15:44:00
4054,43000000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Lavington,2021-07-31 15:51:00
4055,42000000.0,3,4,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Lavington,2021-07-31 15:54:00
4056,40000000.0,4,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Lavington,2021-07-31 15:56:00
4057,39000000.0,4,4,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Lavington,2021-07-31 15:58:00
4058,39000000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Lavington,2021-07-31 16:01:00
4060,38000000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Lavington,2021-07-31 16:05:00
4061,22000000.0,3,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Lavington,2021-07-31 16:07:00
4275,26500000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-01-08 13:20:00
4319,20900000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-01-08 18:28:00
4320,75000000.0,5,5,0.0,0,0,0,0,For Sale,House,Missing,Nairobi,Lavington,2021-01-08 18:30:00
4399,16000000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kileleshwa,2021-02-08 16:23:00
4401,16000000.0,4,5,0.0,0,0,0,0,For Sale,House,Townhouse,Kajiado,Kitengela,2021-02-08 16:40:00
4402,16000000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kileleshwa,2021-02-08 16:55:00
4403,16000000.0,4,2,0.0,0,0,0,0,For Sale,House,Missing,Mombasa,Bamburi,2021-02-08 17:18:00
4404,15600000.0,4,3,0.0,0,0,0,0,For Sale,House,Missing,Kajiado,Ngong,2021-02-08 17:20:00
4405,15600000.0,4,3,0.0,0,0,0,0,For Sale,House,Missing,Kiambu,Ruiru,2021-02-08 18:14:00
4406,15500000.0,2,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-02-08 18:17:00
4407,15500000.0,3,4,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kileleshwa,2021-02-08 18:20:00
4409,15000000.0,5,3,0.0,0,0,0,0,For Sale,House,Townhouse,Kiambu,Thika,2021-02-08 18:31:00
4413,15000000.0,3,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Kiambu,Thika,2021-02-08 18:56:00
4415,15000000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kileleshwa,2021-02-08 19:15:00
4469,14500000.0,4,4,0.0,0,0,0,0,For Sale,House,Missing,Kiambu,Ruiru,2021-03-08 12:13:00
4471,14500000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kileleshwa,2021-03-08 12:30:00
4472,14500000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kileleshwa,2021-03-08 12:33:00
4473,14500000.0,3,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-03-08 12:43:00
4477,14000000.0,4,4,0.0,0,0,0,0,For Sale,House,Missing,Kajiado,Kitengela,2021-03-08 13:20:00
4479,14000000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Lavington,2021-03-08 14:25:00
4482,14000000.0,3,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Embakasi,2021-03-08 15:57:00
4486,13600000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-03-08 16:29:00
4487,13500000.0,3,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Kajiado,Ngong,2021-03-08 16:37:00
4490,13500000.0,3,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kileleshwa,2021-03-08 16:51:00
4491,13000000.0,3,1,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kileleshwa,2021-03-08 19:55:00
4495,13000000.0,4,4,0.0,0,0,0,0,For Sale,House,Missing,Kiambu,Ruiru,2021-03-08 20:14:00
4496,13000000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kilimani,2021-03-08 20:21:00
4500,12500000.0,3,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Kajiado,Ngong,2021-03-08 20:45:00
4502,12500000.0,2,3,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Kileleshwa,2021-03-08 20:55:00
4507,12000000.0,2,2,0.0,0,0,0,0,For Sale,Apartment,Missing,Nairobi,Westlands,2021-03-08 21:18:00
